entities,id,text,author_id,edit_history_tweet_ids,lang,created_at,geo,context_annotations
"{'urls': [{'start': 89, 'end': 112, 'url': 'https://t.co/t2txuMUoCN', 'expanded_url': 'https://twitter.com/danigonpe1/status/1527487273025286145/video/1', 'display_url': 'pic.twitter.com/t2txuMUoCN', 'media_key': '7_1527487025800421376'}], 'annotations': [{'start': 0, 'end': 3, 'probability': 0.7757, 'type': 'Organization', 'normalized_text': 'KPOP'}, {'start': 51, 'end': 67, 'probability': 0.5997, 'type': 'Other', 'normalized_text': 'World Kpop Center'}, {'start': 70, 'end': 72, 'probability': 0.376, 'type': 'Organization', 'normalized_text': 'WKC'}]}",1527487273025286145,KPOP classes with the most amazing teachers in the World Kpop Center (WKC dance crew) 💛🌟 https://t.co/t2txuMUoCN,94185219,['1527487273025286145'],en,2022-05-20T03:11:59.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}]"
"{'urls': [{'start': 161, 'end': 184, 'url': 'https://t.co/BIqxrFrXS3', 'expanded_url': 'http://twitch.tv/yuli', 'display_url': 'twitch.tv/yuli', 'images': [{'url': 'https://pbs.twimg.com/news_img/1734336210674290688/7EfsWweV?format=png&name=orig', 'width': 300, 'height': 300}, {'url': 'https://pbs.twimg.com/news_img/1734336210674290688/7EfsWweV?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Yuli - Twitch', 'description': 'your local dopamine dealer', 'unwound_url': 'https://www.twitch.tv/yuli'}, {'start': 185, 'end': 208, 'url': 'https://t.co/9WeICwm7jl', 'expanded_url': 'https://twitter.com/yuliexe/status/1526872500411346944/photo/1', 'display_url': 'pic.twitter.com/9WeICwm7jl', 'media_key': '3_1526872489200349184'}], 'annotations': [{'start': 24, 'end': 28, 'probability': 0.9771, 'type': 'Place', 'normalized_text': 'Seoul'}]}",1526872500411346944,"Going on a walk through Seoul shortly and taking you guys along for a little test stream! 

Will grab some food &amp; head to the pc bang after ~

Live soontm @ https://t.co/BIqxrFrXS3 https://t.co/9WeICwm7jl",3004319596,['1526872500411346944'],en,2022-05-18T10:29:06.000Z,{'place_id': '07d403fda5cb90c2'},
,1521823540001275904,"Today since 8am out...classes a meal out, super cutie coffee date, review and fire dance practice!
9pm....time to reach home! at least tomorrow's off but stuff to do...",235694909,['1521823540001275904'],en,2022-05-04T12:06:20.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '834828445238431744', 'name': 'Generic Drinks', 'description': 'Generic Drinks'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1034860760093024257', 'name': 'Meals', 'description': 'Meals'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '850442647088971776', 'name': 'Coffee', 'description': 'Coffee'}}]"
"{'annotations': [{'start': 218, 'end': 240, 'probability': 0.469, 'type': 'Other', 'normalized_text': 'XVWorldForestryCongress'}, {'start': 245, 'end': 252, 'probability': 0.7913, 'type': 'Organization', 'normalized_text': 'WFCKorea'}, {'start': 255, 'end': 260, 'probability': 0.6629, 'type': 'Organization', 'normalized_text': 'WFCLab'}], 'urls': [{'start': 262, 'end': 285, 'url': 'https://t.co/Y8DVPEQs6E', 'expanded_url': 'https://twitter.com/RanabhatSambat/status/1520427972053716992/photo/1', 'display_url': 'pic.twitter.com/Y8DVPEQs6E', 'media_key': '3_1520427954345418752'}, {'start': 262, 'end': 285, 'url': 'https://t.co/Y8DVPEQs6E', 'expanded_url': 'https://twitter.com/RanabhatSambat/status/1520427972053716992/photo/1', 'display_url': 'pic.twitter.com/Y8DVPEQs6E', 'media_key': '3_1520427958741069825'}, {'start': 262, 'end': 285, 'url': 'https://t.co/Y8DVPEQs6E', 'expanded_url': 'https://twitter.com/RanabhatSambat/status/1520427972053716992/photo/1', 'display_url': 'pic.twitter.com/Y8DVPEQs6E', 'media_key': '3_1520427962671058944'}, {'start': 262, 'end': 285, 'url': 'https://t.co/Y8DVPEQs6E', 'expanded_url': 'https://twitter.com/RanabhatSambat/status/1520427972053716992/photo/1', 'display_url': 'pic.twitter.com/Y8DVPEQs6E', 'media_key': '3_1520427969017122816'}], 'hashtags': [{'start': 217, 'end': 241, 'tag': 'XVWorldForestryCongress'}, {'start': 244, 'end': 253, 'tag': 'WFCKorea'}, {'start': 254, 'end': 261, 'tag': 'WFCLab'}]}",1520427972053716992,"Day 1: Pre-Digital Media Workshop. Two-day workshop on communication on the use of social media for conservation and coverage of the event with photography, Videography, and content creation strategies and essential. #XVWorldForestryCongress. 
#WFCKorea
#WFCLab https://t.co/Y8DVPEQs6E",1258930831420059648,['1520427972053716992'],en,2022-04-30T15:40:51.000Z,,
"{'annotations': [{'start': 76, 'end': 91, 'probability': 0.4712, 'type': 'Other', 'normalized_text': 'seoulstreetphoto'}, {'start': 94, 'end': 113, 'probability': 0.621, 'type': 'Other', 'normalized_text': 'bladerunnerrealworld'}, {'start': 116, 'end': 128, 'probability': 0.6845, 'type': 'Other', 'normalized_text': 'SPiCollective'}], 'urls': [{'start': 130, 'end': 153, 'url': 'https://t.co/TPWPmKoe7n', 'expanded_url': 'https://twitter.com/twentythrill/status/1520383693176537088/photo/1', 'display_url': 'pic.twitter.com/TPWPmKoe7n', 'media_key': '3_1520383689728831491'}], 'hashtags': [{'start': 75, 'end': 92, 'tag': 'seoulstreetphoto'}, {'start': 93, 'end': 114, 'tag': 'bladerunnerrealworld'}, {'start': 115, 'end': 129, 'tag': 'SPiCollective'}]}",1520383693176537088,"An after-dark walk can sometimes yield the most unexpectedly cool scenes 🌃
#seoulstreetphoto #bladerunnerrealworld #SPiCollective https://t.co/TPWPmKoe7n",1520229627007881216,['1520383693176537088'],en,2022-04-30T12:44:54.000Z,,
,1519344211363262474,"If you can't fly, run. If you can't run, walk. If you can't walk, crawl. But by all means keep moving.  
(Copied).",2414618196,['1519344211363262474'],en,2022-04-27T15:54:22.000Z,{'place_id': '07d403fda5cb90c2'},
"{'annotations': [{'start': 6, 'end': 10, 'probability': 0.7106, 'type': 'Other', 'normalized_text': 'Earth'}], 'urls': [{'start': 282, 'end': 305, 'url': 'https://t.co/e6fP3mOzd2', 'expanded_url': 'https://twitter.com/xhdhxn/status/1517394691620487168/photo/1', 'display_url': 'pic.twitter.com/e6fP3mOzd2', 'media_key': '3_1517394688520912897'}], 'hashtags': [{'start': 247, 'end': 256, 'tag': 'EarthDay'}, {'start': 257, 'end': 266, 'tag': '지구의날2022'}, {'start': 267, 'end': 281, 'tag': 'ClimateAction'}]}",1517394691620487168,"Happy Earth Day 🌏
Let us at least for Today: 🙏 
1. Switch-off all lights &amp; switches to TV, PC/Laptop, boiler etc
2. Minimal electricity, gas, water
3. Eat vegan, no food waste &amp; plastic
4. Use public transport or walk
5. Less thrash/pick

#EarthDay #지구의날2022 #ClimateAction https://t.co/e6fP3mOzd2",99965966,['1517394691620487168'],en,2022-04-22T06:47:40.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1231938152383668224', 'name': 'Earth Day', 'description': 'This entity covers all conversations for all years for Earth Day'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '860133563332648963', 'name': 'Cuisines', 'description': 'Cuisines'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '860145749463506944', 'name': 'Veganism', 'description': 'Vegan'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1006277774384828416', 'name': 'Food experience', 'description': 'Conversation about eating'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1260985796053487616', 'name': 'Organic'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1231938152383668224', 'name': 'Earth Day', 'description': 'This entity covers all conversations for all years for Earth Day'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847548225712119808', 'name': 'Holidays', 'description': 'Holidays'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '860145749463506944', 'name': 'Veganism', 'description': 'Vegan'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1248631349096767488', 'name': 'Environmentalism'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265415402915393537', 'name': 'Climate change'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1278017316656082945', 'name': 'Green living'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291095284756357120', 'name': 'Cultural events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1436053202835689485', 'name': 'Events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '874811014151192576', 'name': 'Global Environmental Issues', 'description': 'Environmentally/wildlife aware discussion and policies that affect them.'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '900740740468191232', 'name': 'Political issues', 'description': 'Political issues'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1516515008464572417', 'name': 'Happy Earth Day! 🌎', 'description': 'The following Tweets are part of a live conversation detected by an algorithm.'}}, {'domain': {'id': '109', 'name': 'Reoccurring Trends', 'description': 'Twitter generated Trends that occur on a daily, weekly, monthly, or yearly basis such as Monday motivation.'}, 'entity': {'id': '959193002810925056', 'name': 'Earth Day 2018', 'description': 'Earth Day 2018'}}]"
"{'annotations': [{'start': 132, 'end': 135, 'probability': 0.8821, 'type': 'Place', 'normalized_text': 'Asia'}, {'start': 164, 'end': 167, 'probability': 0.863, 'type': 'Other', 'normalized_text': 'Star'}, {'start': 210, 'end': 226, 'probability': 0.9436, 'type': 'Other', 'normalized_text': 'Through the Night'}, {'start': 231, 'end': 253, 'probability': 0.6484, 'type': 'Other', 'normalized_text': 'Creative Common License'}], 'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/vZxAPTOKsO', 'expanded_url': 'http://Onlyfans.com/BobbyMaruXXX', 'display_url': 'Onlyfans.com/BobbyMaruXXX'}, {'start': 75, 'end': 98, 'url': 'https://t.co/Fd0hPcILaP', 'expanded_url': 'http://justfor.fans/BobbyMaruXXX', 'display_url': 'justfor.fans/BobbyMaruXXX'}, {'start': 270, 'end': 293, 'url': 'https://t.co/SmkFtnue1A', 'expanded_url': 'https://twitter.com/BobbyMaruXXX/status/1515498080086466560/video/1', 'display_url': 'pic.twitter.com/SmkFtnue1A', 'media_key': '7_1515498033156403201'}]}",1515498080086466560,"I am running a 30% Easter sale, $4.89, 04/17-24!
.
https://t.co/vZxAPTOKsO
https://t.co/Fd0hPcILaP
.

When I was young and lived in Asia, I loved anime 星方武侠 Outlaw Star. Watch me having fun dancing to the OP, 「Through the Night」

*Creative Common License use under 0:20 https://t.co/SmkFtnue1A",1405936556859219969,['1515498080086466560'],en,2022-04-17T01:11:13.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1372917575357591554', 'name': 'Easter', 'description': 'this entity for all conversations for Easter all year '}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839543165002506240', 'name': 'Anime'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1372917575357591554', 'name': 'Easter', 'description': 'this entity for all conversations for Easter all year '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839543165002506240', 'name': 'Anime'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1192082698568814592', 'name': 'Animation'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1297951101136732160', 'name': 'Animation & comics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1372917575357591554', 'name': 'Easter', 'description': 'this entity for all conversations for Easter all year '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847870201580232704', 'name': 'Dance', 'description': 'Dance'}}]"
"{'annotations': [{'start': 0, 'end': 8, 'probability': 0.599, 'type': 'Organization', 'normalized_text': 'Sony A7m4'}, {'start': 12, 'end': 17, 'probability': 0.4864, 'type': 'Other', 'normalized_text': 'Tamron'}, {'start': 68, 'end': 77, 'probability': 0.7711, 'type': 'Place', 'normalized_text': 'southkorea'}], 'urls': [{'start': 79, 'end': 102, 'url': 'https://t.co/FCeDdbdm4D', 'expanded_url': 'https://twitter.com/darealbrianpark/status/1514136860586819590/photo/1', 'display_url': 'pic.twitter.com/FCeDdbdm4D', 'media_key': '3_1514136855176163328'}, {'start': 79, 'end': 102, 'url': 'https://t.co/FCeDdbdm4D', 'expanded_url': 'https://twitter.com/darealbrianpark/status/1514136860586819590/photo/1', 'display_url': 'pic.twitter.com/FCeDdbdm4D', 'media_key': '3_1514136858443542529'}], 'hashtags': [{'start': 39, 'end': 51, 'tag': 'photography'}, {'start': 52, 'end': 66, 'tag': 'PhotoOfTheDay'}, {'start': 67, 'end': 78, 'tag': 'southkorea'}]}",1514136860586819590,"Sony A7m4 + Tamron 28-200mm f/2.8-5.6 
#photography #PhotoOfTheDay #southkorea https://t.co/FCeDdbdm4D",1183293557664288768,['1514136860586819590'],en,2022-04-13T07:02:13.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265660441822281728', 'name': 'Art'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026738409', 'name': 'Sony'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026738409', 'name': 'Sony'}}]"
,1502656834712530950,Meta nature welcomes the right intentions of the scaled down nature.,2414618196,['1502656834712530950'],en,2022-03-12T14:44:42.000Z,{'place_id': '07d403fda5cb90c2'},
"{'annotations': [{'start': 1, 'end': 7, 'probability': 0.3957, 'type': 'Organization', 'normalized_text': 'PTD_ON_'}, {'start': 51, 'end': 53, 'probability': 0.9137, 'type': 'Organization', 'normalized_text': 'BTS'}, {'start': 87, 'end': 91, 'probability': 0.9052, 'type': 'Place', 'normalized_text': 'Seoul'}, {'start': 111, 'end': 125, 'probability': 0.7612, 'type': 'Place', 'normalized_text': 'Olympic Stadium'}, {'start': 130, 'end': 150, 'probability': 0.6046, 'type': 'Other', 'normalized_text': 'Jamsil Sports Complex'}, {'start': 155, 'end': 159, 'probability': 0.9365, 'type': 'Place', 'normalized_text': 'Seoul'}], 'urls': [{'start': 162, 'end': 185, 'url': 'https://t.co/hL8D8QAFKe', 'expanded_url': 'https://twitter.com/korea_odyssey/status/1501904364822495237/video/1', 'display_url': 'pic.twitter.com/hL8D8QAFKe', 'media_key': '7_1501904192700837892'}], 'hashtags': [{'start': 0, 'end': 19, 'tag': 'PTD_ON_STAGE_SEOUL'}]}",1501904364822495237,"#PTD_ON_STAGE_SEOUL                            

 ""BTS Permission to Dance on Stage -- Seoul"" is being held at Olympic Stadium at Jamsil Sports Complex in Seoul! https://t.co/hL8D8QAFKe",1351374160992235521,['1501904364822495237'],en,2022-03-10T12:54:39.000Z,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1500902994912550912', 'name': 'BTS Permission to Dance on Stage - Seoul'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1286400936550608896', 'name': 'Music events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1436053202835689485', 'name': 'Events'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1500902994912550912', 'name': 'BTS Permission to Dance on Stage - Seoul'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1286400936550608896', 'name': 'Music events'}}]"
"{'annotations': [{'start': 1, 'end': 7, 'probability': 0.3957, 'type': 'Organization', 'normalized_text': 'PTD_ON_'}, {'start': 51, 'end': 53, 'probability': 0.9137, 'type': 'Organization', 'normalized_text': 'BTS'}, {'start': 87, 'end': 91, 'probability': 0.9052, 'type': 'Place', 'normalized_text': 'Seoul'}, {'start': 111, 'end': 125, 'probability': 0.7612, 'type': 'Place', 'normalized_text': 'Olympic Stadium'}, {'start': 130, 'end': 150, 'probability': 0.6046, 'type': 'Other', 'normalized_text': 'Jamsil Sports Complex'}, {'start': 155, 'end': 159, 'probability': 0.9365, 'type': 'Place', 'normalized_text': 'Seoul'}], 'urls': [{'start': 162, 'end': 185, 'url': 'https://t.co/2JV1g2olpT', 'expanded_url': 'https://twitter.com/korea_odyssey/status/1501882139486593024/video/1', 'display_url': 'pic.twitter.com/2JV1g2olpT', 'media_key': '7_1501882070922326021'}], 'hashtags': [{'start': 0, 'end': 19, 'tag': 'PTD_ON_STAGE_SEOUL'}]}",1501882139486593024,"#PTD_ON_STAGE_SEOUL                            

 ""BTS Permission to Dance on Stage -- Seoul"" is being held at Olympic Stadium at Jamsil Sports Complex in Seoul! https://t.co/2JV1g2olpT",1351374160992235521,['1501882139486593024'],en,2022-03-10T11:26:20.000Z,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1500902994912550912', 'name': 'BTS Permission to Dance on Stage - Seoul'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1286400936550608896', 'name': 'Music events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1436053202835689485', 'name': 'Events'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1500902994912550912', 'name': 'BTS Permission to Dance on Stage - Seoul'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1286400936550608896', 'name': 'Music events'}}]"
